Position,Artist Name,Song Name,Days,Top 10 (xTimes),Peak Position,Peak Position (xTimes),Peak Streams,Total Streams
2754,Taylor Swift ,Death By A Thousand Cuts,22,0.0,13,0,1414647,10934936
2755,Julia Michaels ,Jump,47,0.0,113,0,333646,10931890
2756,Lil Uzi Vert ,POP,17,2.0,4,0,2200826,10931175
2757,Doja Cat ,Juicy,42,0.0,112,0,299278,10921989
2758,The 1975,The Sound,84,0.0,82,0,184205,10915861
2759,JID ,Surround Sound,40,0.0,46,0,429094,10910949
2760,Sam Smith ,I’m Ready,28,0.0,19,0,838037,10890973
2761,Morgan Wallen ,This Bar,40,0.0,44,0,495411,10890870
2762,Bazzi ,Focus,35,0.0,35,0,527793,10871397
2763,A Boogie Wit da Hoodie ,Jungle,69,0.0,116,0,188132,10859496
2764,Vince Guaraldi Trio ,Linus And Lucy,28,0.0,47,0,1092318,10850457
2765,Kendrick Lamar ,untitled 02 | 06.23.2014.,49,2.0,4,0,929915,10849389
2766,Anitta ,Envolver,40,0.0,57,0,384581,10838226
2767,Riton ,Friday,47,0.0,107,0,287726,10832638
2768,Kanye West ,Heaven and Hell,18,1.0,10,0,1769743,10829822
2769,Florida Georgia Line ,God Your Mama And Me,58,0.0,112,0,218892,10805955
2770,Kanye West ,Pure Souls,20,0.0,14,0,1586347,10793624
2771,Sia ,Audio,43,0.0,79,0,350606,10791355
2772,Justin Bieber ,Been You,56,0.0,24,0,439925,10780657
2773,Lil Wayne ,Dark Side Of The Moon,17,2.0,7,0,2517931,10776030
2774,Future ,I'm so Groovy,54,0.0,53,0,413659,10770200
2775,Drake ,Skepta Interlude,24,0.0,19,0,1275562,10758257
2776,Tones And I ,Never Seen the Rain,43,0.0,126,0,294220,10755837
2777,SZA ,Conceited,18,0.0,22,0,1417666,10753602
2778,Sleepy Hallow ,Deep End Freestyle,28,0.0,29,0,516299,10752006
2779,Lil Tecca ,Out Of Love,46,0.0,58,0,437262,10748864
2780,BTS ,DNA,38,0.0,34,0,576999,10745600
2781,RAYE ,Escapism.,24,0.0,28,0,545431,10733718
2782,Ellie Goulding ,Still Falling For You,48,0.0,57,0,295100,10716377
2783,Nat King Cole ,The Christmas Song (Merry Christmas To You)  Remastered 1999,56,1.0,10,0,753458,10684911
2784,Ed Sheeran ,Barcelona,31,0.0,28,0,664875,10683015
2785,The Weeknd ,Less Than Zero,25,0.0,13,0,1130568,10677300
2786,The Chainsmokers ,Side Effects,41,0.0,44,0,505020,10672634
2787,Tyler The Creator ,LEMONHEAD,20,2.0,3,(x1),2012745,10666865
2788,Billy Currington ,Don't It,111,0.0,72,0,136582,10651434
2789,Ed Sheeran ,Supermarket Flowers,32,0.0,29,0,663167,10646530
2790,Eric Church ,Record Year,86,0.0,152,0,140224,10645293
2791,Kodak Black ,If I'm Lyin I'm Flyin,29,0.0,39,0,750240,10641377
2792,Jordan Davis ,What My World Spins Around,43,0.0,135,0,307711,10641047
2793,Alok ,Hear Me Now,57,0.0,106,0,217315,10630250
2794,MisterWives ,Reflections,151,0.0,66,0,106361,10618516
2795,The Chainsmokers ,Everybody Hates Me,36,0.0,54,0,441881,10615035
2796,Drake ,Since Way Back,26,0.0,20,0,1205182,10610704
2797,Coldplay ,Hymn for the Weekend,71,0.0,19,0,401654,10610578
2798,CKay ,love nwantiti,44,0.0,98,0,270262,10607139
2799,The Weeknd ,Too Late,21,3.0,3,(x1),2063782,10606568
2800,AWOLNATION ,Sail,150,0.0,83,0,88158,10604561
2801,Drake ,Fountains,18,0.0,18,0,2440777,10603428
2802,Ariana Grande ,nasty,25,1.0,7,0,1602191,10597177
2803,A$AP Ferg ,Plain Jane REMIX,40,0.0,73,0,309720,10579763
2804,Twenty One Pilots ,Nico And The Niners,33,0.0,28,0,748806,10562110
2805,Kanye West ,I Thought About Killing You,17,3.0,5,0,1861739,10548658
2806,XXXTENTACION ,Save Me,33,0.0,35,0,638701,10541076
2807,Daddy Yankee ,X ÚLTIMA VEZ,39,1.0,10,0,587342,10539542
2808,KIDS SEE GHOSTS ,4th Dimension,21,1.0,10,0,1110220,10535187
2809,Kendrick Lamar ,Black Panther,26,0.0,11,0,1028883,10526792
2810,Natti Natasha ,Criminal,55,0.0,164,0,209139,10525473
2811,The Kid LAROI ,TELL ME WHY,39,0.0,79,0,456555,10521748
2812,XXXTENTACION ,$$$  with Matt Ox,33,0.0,28,0,725018,10487523
2813,Billie Eilish ,goodbye,30,0.0,22,0,937935,10487149
2814,Calvin Harris ,Heatstroke,42,0.0,45,0,477695,10477596
2815,Anita Kerr Singers ,Jingle Bell Rock,27,0.0,30,0,557886,10475955
2816,PinkPantheress ,Boy's a liar,27,0.0,72,0,471366,10471117
2817,MARINA ,Bubblegum Bitch,46,0.0,121,0,249773,10469310
2818,Stephen Sanchez ,Until I Found You,23,0.0,20,0,589834,10463586
2819,Tyler The Creator ,911 / Mr. Lonely,44,0.0,48,0,434186,10460570
2820,Meek Mill ,Uptown Vibes,30,0.0,15,0,882196,10459884
2821,Taylor Swift ,Lover (Remix),25,0.0,12,0,764215,10452654
2822,Shawn Mendes ,Youth,22,0.0,27,0,900345,10439870
2823,Shawn Mendes ,Youth feat. Khalid,25,0.0,40,0,663159,10439121
2824,Bryson Tiller ,Been That Way,92,0.0,105,0,140342,10438865
2825,Lil Peep ,I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),43,0.0,75,0,416128,10436513
2826,Taylor Swift ,cowboy like me,19,0.0,14,0,1989927,10432873
2827,Vince Staples ,Opps,29,0.0,21,0,730239,10431958
2828,Juice WRLD ,Girl Of My Dreams,28,1.0,8,0,1149184,10429348
2829,Shawn Mendes ,Nervous,28,0.0,21,0,799451,10415833
2830,Trippie Redd ,Mac 10,36,0.0,26,0,600848,10407135
2831,Bing Crosby ,I'll Be Home For Christmas  Single Version,26,0.0,56,0,899188,10394004
2832,Dua Lipa ,Love Again,47,0.0,78,0,373938,10379621
2833,Drake ,Used To,73,0.0,13,0,395988,10376229
2834,Calvin Harris ,Over Now,26,1.0,4,0,1214595,10364699
2835,Kanye West ,Remote Control,17,0.0,12,0,1721475,10364234
2836,Drake ,6 Man,76,0.0,19,0,354510,10343168
2837,Tiësto ,Wasted,118,0.0,21,0,161139,10308797
2838,Taylor Swift ,State Of Grace (Taylor's Version),17,4.0,4,0,2117312,10291289
2839,Sara Kays ,Remember That Night?,45,0.0,128,0,263956,10277179
2840,Rihanna ,American Oxygen,66,0.0,21,0,302170,10247664
2841,Nico & Vinz ,That's How You Know,84,0.0,72,0,162349,10207565
2842,Lil Uzi Vert ,You Better Move,17,2.0,8,0,1937471,10202028
2843,Hunter Hayes ,21,85,0.0,45,0,209928,10187929
2844,Shawn Mendes ,It'll Be Okay,40,0.0,56,0,459701,10174511
2845,The Weeknd ,Ordinary Life,36,0.0,27,0,568636,10166793
2846,Jeremih ,Pass Dat,87,0.0,92,0,163479,10161932
2847,The Weeknd ,How Do I Make You Love Me?,19,4.0,4,0,1735277,10150923
2848,Harry Styles ,Sweet Creature,35,0.0,29,0,656397,10134365
2849,Frank Sinatra ,The First Noel  Remastered 1999,30,0.0,31,0,979565,10133336
2850,Popp Hunna ,Adderall (Corvette Corvette)  Remix,38,0.0,72,0,329487,10131451
2851,Luke Bryan ,Huntin' Fishin' And Lovin' Every Day,81,0.0,145,0,146694,10119911
2852,The Chainsmokers ,You Owe Me,29,0.0,52,0,491796,10113688
2853,Kanye West ,No Mistakes,17,1.0,7,0,1698076,10112521
2854,Tion Wayne ,Body (Remix),33,0.0,51,0,389881,10103363
2855,Tori Kelly ,Nobody Love,100,0.0,56,0,166016,10087151
2856,Takeoff ,Casper,31,0.0,40,0,618061,10081717
2857,Mac Miller ,Ladders,29,0.0,11,0,955300,10081631
2858,Drake ,March 14,18,0.0,26,0,1830831,10079839
2859,Drake ,Final Fantasy,19,0.0,27,0,1662772,10078833
2860,J. Cole ,She's Mine Pt. 2,25,0.0,11,0,1432669,10064123
2861,Josh Turner ,Hometown Girl,58,0.0,139,0,220596,10055611
2862,Steve Aoki ,Waste It On Me,36,0.0,35,0,632635,10053287
2863,Juice WRLD ,Rockstar In His Prime,26,1.0,5,0,1222844,10050931
2864,Taylor Swift ,I Knew You Were Trouble (Taylor's Version),17,2.0,5,0,2058912,10036615
2865,Swae Lee ,Won't Be Late,28,0.0,14,0,786760,10003508
2866,Kelly Clarkson ,Heartbeat Song,82,0.0,25,0,260846,9996717
2867,Justin Bieber ,What Do You Mean?  Acoustic,54,0.0,29,0,355668,9980215
2868,6ix9ine,TROLLZ,28,0.0,15,0,760729,9979934
2869,Jason Derulo ,Wiggle,119,0.0,23,0,142101,9964779
2870,Ed Sheeran ,Afterglow,30,0.0,28,0,472365,9961532
2871,Montell Fish ,Hotel,29,0.0,40,0,454068,9961390
2872,Luke Combs ,Does To Me,40,0.0,38,0,533088,9958266
2873,Katy Perry ,Daisies,37,0.0,43,0,574527,9951496
2874,Drake ,Get Along Better,16,0.0,19,0,2412155,9948750
2875,Bad Bunny ,Agosto,27,0.0,32,0,925232,9933840
2876,J. Cole ,h u n g e r . o n . h i l l s i d e,16,0.0,11,0,2217993,9930823
2877,Drake ,Views,49,0.0,51,0,386537,9927962
2878,Twenty One Pilots ,My Blood,33,0.0,50,0,614915,9921331
2879,The Weeknd ,Save Your Tears (Remix),40,0.0,114,0,282447,9920200
2880,Yung Lean ,Ginseng Strip 2002,33,0.0,38,0,408655,9916835
2881,Cardi B ,Thru Your Phone,28,0.0,37,0,615280,9915577
2882,Kendrick Lamar ,The Heart Part 5,12,4.0,1,(x2),2485132,9913441
2883,The Weeknd ,Faith,21,0.0,12,0,1583441,9902407
2884,LPB Poody ,Batman,44,0.0,87,0,292800,9882856
2885,Juice WRLD ,Feline,26,1.0,3,(x1),1326863,9876916
2886,Bad Bunny ,NI BIEN NI MAL,40,0.0,88,0,478499,9869073
2887,Bea Miller ,feel something,39,0.0,99,0,291972,9861098
2888,Bad Bunny ,Pero Ya No,22,0.0,14,0,1042003,9859922
2889,benny blanco ,Bad Decisions,29,0.0,11,0,752823,9849686
2890,BTS ,Life Goes On,22,2.0,7,0,1077349,9847187
2891,Ariana Grande ,shut up,21,1.0,5,0,1943259,9842737
2892,Eminem ,Those Kinda Nights,20,0.0,12,0,1450451,9842639
2893,The Weeknd ,Escape From LA,21,1.0,9,0,1707858,9835674
2894,The Weeknd ,Often  Kygo Remix,99,0.0,52,0,173341,9829526
2895,Post Malone ,Wrapped Around Your Finger,21,2.0,7,0,1239293,9827103
2896,State of Sound ,Wake Up Where You Are,59,0.0,90,0,214205,9802713
2897,Mac Miller ,Circles,15,2.0,5,0,2047886,9802118
2898,Dean Martin ,Rudolph The RedNosed Reindeer,26,0.0,68,0,648947,9801987
2899,Rick Ross ,Gold Roses,25,1.0,7,0,1057966,9797675
2900,The Weeknd ,Snowchild,20,2.0,7,0,1777475,9794117
2901,Pop Smoke ,Bout A Million,28,1.0,6,0,1046352,9786813
2902,Metro Boomin ,Trance,16,0.0,15,0,1169770,9754898
2903,The Weeknd ,A Lonely Night,31,0.0,20,0,639631,9751831
2904,Skylar Grey ,Last One Standing,29,0.0,24,0,585776,9746965
2905,A Boogie Wit da Hoodie ,King Of My City,27,0.0,27,0,709204,9745463
2906,RealestK ,WFM,33,0.0,44,0,385127,9744672
2907,Nicki Minaj ,Barbie Tingz,22,0.0,12,0,1132509,9726936
2908,Ed Sheeran ,Hearts Don't Break Around Here,28,0.0,26,0,681229,9719187
2909,Fall Out Boy ,The Last Of The Real Ones,44,0.0,85,0,305603,9714451
2910,Sia ,Cheap Thrills,73,0.0,139,0,150883,9708953
2911,Kanye West ,Ok Ok,15,2.0,3,(x1),2835379,9698824
2912,Lady Gaga ,Bloody Mary,26,0.0,83,0,437790,9698562
2913,A Great Big World ,Say Something,140,0.0,94,0,103070,9694514
2914,Nicki Minaj ,MEGATRON,33,0.0,21,0,730743,9688805
2915,Alan Walker ,On My Way,40,0.0,114,0,300633,9679772
2916,Kane Brown ,Memory,35,0.0,23,0,668244,9675467
2917,James Bay ,Hold Back The River,103,0.0,58,0,151474,9670165
2918,Kanye West ,Lift Yourself,27,0.0,39,0,724515,9667886
2919,Lil Baby ,Ready,38,0.0,27,0,786864,9656011
2920,Lil Uzi Vert ,That Way,7,4.0,2,(x4),1751164,9648997
2921,Luke Bryan ,Home Alone Tonight,85,0.0,163,0,130617,9645746
2922,Tyga ,Ayy Macarena,39,0.0,136,0,280143,9641830
2923,Cardi B ,Get Up 10,21,0.0,13,0,928140,9638995
2924,Yung Gravy ,oops!,41,0.0,110,0,288186,9638963
2925,The Weeknd ,Nothing Without You,32,0.0,19,0,648417,9636155
2926,21 Savage,My Choppa Hate Niggas,32,0.0,26,0,667581,9634023
2927,Normani ,Wild Side,35,0.0,32,0,621376,9628642
2928,Kid Cudi ,She Knows This,16,0.0,15,0,1978881,9624455
2929,Beyoncé ,CHURCH GIRL,23,1.0,7,0,1340818,9623001
2930,Metro Boomin ,Metro Spider,16,0.0,18,0,1041432,9615205
2931,Dua Lipa ,Swan Song (From the Motion Picture Alita: Battle Angel),27,0.0,38,0,580984,9613292
2932,Tyler The Creator ,A BOY IS A GUN,21,1.0,7,0,1489364,9597820
2933,Kid Cudi ,The Adventures of Moon Man & Slim Shady,21,0.0,17,0,1868625,9585598
2934,Pitbull ,Timber,134,0.0,71,0,99358,9582736
2935,Sia ,Alive,79,0.0,63,0,182140,9576404
2936,XXXTENTACION ,bad vibes forever,27,0.0,22,0,661352,9567390
2937,Metro Boomin ,Around Me,17,0.0,20,0,987652,9562704
2938,Khalid ,Don't Pretend,24,0.0,16,0,1065838,9561937
2939,Enrique Iglesias ,Bailando  Spanish Version,134,0.0,62,0,151018,9560825
2940,Taylor Swift ,marjorie,17,0.0,16,0,1882067,9547914
2941,Bruno Mars ,Locked Out Of Heaven,143,0.0,105,0,202286,9535009
2942,Fall Out Boy ,My Songs Know What You Did In The Dark (Light Em Up),146,0.0,113,0,80942,9505180
2943,Fifth Harmony ,BO$$,93,0.0,32,0,151913,9501796
2944,Trippie Redd ,Poles 1469,49,0.0,146,0,230495,9501411
2945,Drake ,Preach,61,0.0,17,0,373500,9494240
2946,Future ,Trap Niggas,83,0.0,62,0,147081,9490217
2947,Drake ,Texts Go Green,14,2.0,3,(x1),2922045,9486893
2948,MEDUZA ,Lose Control,36,0.0,111,0,298002,9484769
2949,J Balvin ,Rojo,36,0.0,45,0,507988,9482426
2950,Big Sean ,Halfway Off The Balcony,35,0.0,17,0,617825,9479985
2951,Panic! At The Disco ,House Of Memories,45,0.0,84,0,260662,9452447
2952,Big Sean ,Sacrifices,34,0.0,19,0,593411,9450907
2953,Starley ,Call On Me  Ryan Riback Remix,26,0.0,24,0,481667,9447914
2954,Ed Sheeran ,Nancy Mulligan,28,0.0,33,0,626987,9447768
2955,J. Cole ,Intro,28,1.0,10,0,2519357,9436962
2956,Rae Sremmurd ,No Flex Zone,128,0.0,71,0,90545,9434089
2957,Eminem ,Good Guy,21,0.0,20,0,1006207,9428665
2958,Paul Rosenberg ,Paul  Skit,19,0.0,11,0,1477055,9420000
2959,Kanye West ,Junya,14,1.0,10,0,1856829,9416936
2960,Bing Crosby ,Silver Bells,27,0.0,57,0,923723,9407431
2961,Diplo ,Welcome to the Party,31,0.0,62,0,405468,9403160
2962,21 Savage,Rich Nigga Shit,22,2.0,4,0,1478630,9401966
2963,A Boogie Wit da Hoodie ,Mood Swings,31,0.0,40,0,628011,9400254
2964,Megan Moroney ,Tennessee Orange,35,0.0,86,0,311135,9400072
2965,Logic ,Indica Badu,21,0.0,11,0,1207285,9397500
2966,Kanye West ,God Is,15,1.0,10,0,1699567,9397276
2967,Kanye West ,No Child Left Behind,17,0.0,16,0,1567949,9384503
2968,N.E.R.D ,Lemon,46,0.0,139,0,271388,9378716
2969,Danny Ocean ,Me Rehúso,54,0.0,105,0,248290,9372773
2970,BRS Kash ,Throat Baby (Go Baby),39,0.0,101,0,287121,9364381
2971,Moneybagg Yo ,U Played,33,0.0,74,0,425967,9362586
2972,Tee Grizzley ,Jettski Grizzley,34,0.0,60,0,471261,9346673
2973,Eminem ,You Gon’ Learn,18,0.0,11,0,1499620,9324695
2974,NF ,The Search,33,0.0,41,0,551198,9300054
2975,Eminem ,Lose Yourself  Soundtrack Version,146,0.0,91,0,99010,9295897
2976,Lil Wayne ,Dope Niggaz,16,0.0,11,0,1967578,9294845
2977,Conan Gray ,Memories,38,0.0,53,0,382145,9286526
2978,A$AP Rocky ,Bad Company,28,0.0,40,0,541969,9282395
2979,Lady Gaga ,Perfect Illusion,35,0.0,21,0,594798,9281303
2980,Machine Gun Kelly ,maybe,23,3.0,3,(x1),720345,9258806
2981,Russ ,Civil War,37,0.0,94,0,363260,9255921
2982,Twenty One Pilots ,Jumpsuit,26,0.0,22,0,798692,9251594
2983,Paul McCartney ,Wonderful Christmastime  Remastered 2011 / Edited Version,34,0.0,24,0,782486,9244859
2984,Sabrina Carpenter ,Skin,28,2.0,4,0,871946,9235243
2985,Fousheé ,Deep End,39,0.0,115,0,266627,9224553
2986,Bing Crosby ,God Rest Ye Merry Gentlemen,22,0.0,36,0,955760,9224330
2987,Canaan Smith ,Love You Like That,102,0.0,98,0,117733,9203125
2988,Wiz Khalifa ,Ass Drop,130,0.0,83,0,85564,9197549
2989,Taylor Swift ,Message In A Bottle (Taylor's Version) (From The Vault),19,0.0,16,0,1361673,9191385
2990,SZA ,Too Late,16,0.0,25,0,1284303,9190926
2991,Young Nudy ,EA,36,0.0,114,0,286313,9188827
2992,Morgan Wallen ,Neon Eyes,29,0.0,12,0,779762,9181860
2993,Mac Miller ,Love Lost,28,0.0,20,0,625464,9181651
2994,Taylor Swift ,Afterglow,21,0.0,17,0,1190128,9181531
2995,Tony Bennett ,Winter Wonderland,23,0.0,49,0,760977,9175216
2996,Chris Brown ,Undecided,35,0.0,113,0,318134,9174959
2997,Pop Smoke ,Dior,40,0.0,111,0,304022,9174919
2998,Tyler The Creator ,SWEET / I THOUGHT YOU WANTED TO DANCE,21,0.0,12,0,1487176,9172142
2999,Hozier ,From Eden,139,0.0,114,0,90747,9169153
3000,SZA ,Far,16,0.0,26,0,1227489,9165509
3001,Jon Pardi ,Last Night Lonely,36,0.0,63,0,380001,9164030
3002,Cults ,Gilded Lily,31,0.0,64,0,390190,9155390
3003,Young Thug ,Livin It Up,29,0.0,23,0,612523,9142435
3004,Lil Tjay ,Beat the Odds,25,0.0,18,0,690939,9125613
3005,Rascal Flatts ,I Like The Sound Of That,72,0.0,122,0,149719,9121784
3006,Gunna ,WUNNA,29,0.0,15,0,796715,9121113
3007,Kanye West ,God Breathed,12,2.0,5,0,2521213,9092969
3008,Taylor Swift ,The Very First Night (Taylor's Version) (From The Vault),19,0.0,14,0,1166859,9079618
3009,Huncho Jack ,Modern Slavery,29,1.0,2,(x1),1192084,9078243
3010,Ariana Grande ,R.E.M,24,0.0,14,0,1045082,9070815
3011,Lil Peep ,Save That Shit,36,0.0,34,0,559551,9065748
3012,Nat King Cole ,Caroling Caroling,21,0.0,52,0,1047240,9060935
3013,Gunna ,One Call,25,0.0,22,0,768795,9059168
3014,Lauv ,Enemies,36,0.0,94,0,322892,9046579
3015,Lorde ,Homemade Dynamite,34,0.0,51,0,478533,9040472
3016,Kiesza ,Hideaway,98,0.0,29,0,175539,9027690
3017,Queen ,Somebody To Love  Remastered 2011,34,0.0,97,0,311020,9025470
3018,Mike WiLL Made,It  Gucci On My,42,0.0,102,0,268276,9015377
3019,Michael Bublé ,I'll Be Home for Christmas,26,0.0,71,0,673629,9014169
3020,Kelsea Ballerini ,I Quit Drinking,37,0.0,75,0,471161,9009982
3021,JACKBOYS ,WHAT TO DO?,21,1.0,7,0,1346266,9003689
3022,Migos ,Modern Day,31,0.0,39,0,650061,8990783
3023,Kanye West ,24,13,0.0,12,0,1705375,8976432
3024,Why Don't We ,8 Letters,33,0.0,93,0,323297,8974863
3025,Zac Brown Band ,Loving You Easy,96,0.0,88,0,127631,8970880
3026,Pop Smoke ,Aim For The Moon,26,1.0,4,0,1123896,8964727
3027,Jason Derulo ,Goodbye,35,0.0,85,0,328376,8956733
3028,Mason Ramsey ,Famous,18,0.0,35,0,771079,8938621
3029,Russ ,Me You,47,0.0,112,0,258980,8936046
3030,Jax Jones ,You Don't Know Me,41,0.0,113,0,251618,8931376
3031,Ariana Grande ,six thirty,21,1.0,9,0,1572713,8929412
3032,Kanye West ,Real Friends,42,0.0,35,0,404515,8898319
3033,Kanye West ,Water,14,2.0,8,0,1818521,8888370
3034,Tyler The Creator ,HOT WIND BLOWS,18,2.0,8,0,1778881,8886571
3035,Ed Sheeran ,The A Team,132,0.0,114,0,190764,8885019
3036,Justin Bieber ,Children,47,0.0,28,0,418261,8881891
3037,Tim McGraw ,Shotgun Rider,134,0.0,102,0,83214,8878505
3038,Eric Church ,Like A Wrecking Ball,97,0.0,109,0,107835,8861166
3039,Taylor Swift ,22 (Taylor's Version),15,2.0,7,0,1898539,8853734
3040,Ed Sheeran ,Remember The Name,20,0.0,13,0,1097510,8842184
3041,Maroon 5,Wait,35,0.0,100,0,300944,8836722
3042,The Ronettes ,Frosty the Snowman,21,0.0,59,0,891214,8832570
3043,Edison Lighthouse ,Love Grows (Where My Rosemary Goes),36,0.0,93,0,287769,8827139
3044,Lunay ,Soltera (Remix),32,0.0,95,0,319514,8826297
3045,The Weeknd ,Shameless,55,0.0,23,0,361069,8816787
3046,Liana Flores ,rises the moon,34,0.0,138,0,281451,8815796
3047,Justin Bieber ,Get Used To It,51,0.0,33,0,404310,8814143
3048,Metro Boomin ,Walk Em Down (Don't Kill Civilians) [with 21 Savage & feat. Mustafa],15,0.0,19,0,997582,8814007
3049,JACKBOYS ,GANG GANG,21,1.0,5,0,1426701,8809629
3050,DJ Khaled ,Shining,47,0.0,62,0,358331,8801675
3051,The Weeknd ,Here We Go… Again,18,2.0,7,0,1468467,8799856
3052,Pharrell Williams ,Just A Cloud Away,26,0.0,14,0,503081,8794549
3053,A Boogie Wit da Hoodie ,Reply,22,1.0,7,0,913944,8788455
3054,Kendrick Lamar ,Mr. Morale,14,0.0,15,0,2094668,8787790
3055,Tyga ,Dip,31,0.0,67,0,461855,8778081
3056,Chloe x Halle ,Do It,35,0.0,86,0,318099,8777920
3057,Carly Pearce ,I Hope You’re Happy Now,40,0.0,139,0,249342,8759463
3058,Florida Georgia Line ,Sippin’ On Fire,86,0.0,83,0,125958,8756616
3059,Logic ,Perfect,21,0.0,22,0,1190423,8729409
3060,Jake Owen ,American Country Love Song,67,0.0,137,0,153590,8725346
3061,XXXTENTACION ,Guardian angel,14,2.0,4,0,1884916,8721629
3062,One Direction ,End of the Day,44,0.0,21,0,496173,8712136
3063,J. Cole ,Lion King On Ice,16,1.0,3,(x1),1396723,8711526
3064,Justin Bieber ,Get Me,19,0.0,17,0,827613,8709258
3065,Coldplay ,Magic,121,0.0,57,0,119601,8695738
3066,Hozier ,Someone New,94,0.0,81,0,128554,8689221
3067,Beyoncé ,I'M THAT GIRL,19,2.0,1,(x1),1660113,8688324
3068,Ghost Town DJs ,My Boo  Hitman's Club Mix,49,0.0,66,0,241385,8688048
3069,Logic ,Confessions of a Dangerous Mind,22,0.0,12,0,895616,8681277
3070,Lee Brice ,Drinking Class,122,0.0,109,0,100442,8680113
3071,The Kid LAROI ,WITHOUT YOU,21,0.0,13,0,800939,8671496
3072,Juice WRLD ,Real Shit,21,0.0,14,0,798035,8670421
3073,N.E.R.D ,Lemon,34,0.0,45,0,518307,8664745
3074,Logic ,Wassup,21,1.0,10,0,1218359,8663005
3075,The Weeknd ,Love To Lay,27,0.0,21,0,613783,8659148
3076,NLE Choppa ,Shotta Flow,34,0.0,127,0,322028,8655600
3077,Ariana Grande ,my hair,21,0.0,11,0,1495501,8650484
3078,Jess Glynne ,Hold My Hand,82,0.0,55,0,168265,8640568
3079,Capital Cities ,Safe And Sound,124,0.0,85,0,107339,8634214
3080,Justin Bieber ,Unstable,20,1.0,4,0,1350409,8632317
3081,5 Seconds of Summer,Lie To Me,30,0.0,87,0,359046,8618376
3082,Labrinth ,All For Us,27,0.0,30,0,456762,8615171
3083,PnB Rock ,MIDDLE CHILD,29,0.0,46,0,456526,8608291
3084,Kanye West ,Every Hour,13,2.0,7,0,2161465,8594532
3085,Camila Cabello ,Shameless,29,0.0,48,0,534192,8592080
3086,Trinidad Cardona ,Dinero,33,0.0,87,0,303751,8579709
3087,Justin Bieber ,Off My Face,21,1.0,7,0,1136732,8570847
3088,Tyler The Creator ,IGOR'S THEME,17,1.0,3,(x1),1736779,8570373
3089,Nicki Minaj ,Black Barbies,41,0.0,56,0,350009,8567258
3090,OMI ,Hula Hoop,75,0.0,66,0,184002,8565299
3091,BTS ,Make It Right,28,0.0,48,0,466716,8562444
3092,KIDS SEE GHOSTS ,Feel The Love,17,2.0,8,0,1144115,8561692
3093,Don Toliver ,What You Need,28,0.0,25,0,603416,8545895
3094,Katy Perry ,Bon Appétit,30,0.0,41,0,552263,8537072
3095,Wes Walker ,Jordan Belfort,88,0.0,116,0,127628,8530253
3096,Kanye West ,Wolves,42,0.0,40,0,396080,8513443
3097,Kygo ,Like It Is,32,0.0,51,0,455905,8506115
3098,Marshmello ,Light It Up,26,0.0,26,0,631547,8493901
3099,Cardi B ,Money Bag,23,0.0,37,0,604128,8476429
3100,Jorja Smith ,I Am,25,0.0,28,0,639179,8467665
3101,Jessie J ,Flashlight,82,0.0,54,0,178789,8465043
3102,J. Cole ,c l o s e,14,0.0,12,0,2208405,8464233
3103,Eminem ,Darkness,15,1.0,10,0,1365796,8453459
3104,Drake ,A Keeper,13,2.0,7,0,2421095,8452277
3105,Morgan Wallen ,More Surprised Than Me,26,1.0,10,0,807345,8444957
3106,Eminem ,Unaccommodating,15,1.0,9,0,1632419,8441936
3107,Trippie Redd ,Under Enemy Arms,27,0.0,19,0,765162,8425010
3108,Lil Wayne ,Open Letter,14,1.0,10,0,2023336,8424701
3109,Juice WRLD ,Flaws And Sins,24,0.0,28,0,762725,8422210
3110,Old Dominion ,Break Up with Him,91,0.0,123,0,116984,8421060
3111,5 Seconds of Summer,Want You Back,29,0.0,16,0,786111,8413550
3112,Blueface ,Thotiana,27,0.0,57,0,401335,8411540
3113,Ty Dolla $ign ,Clout,33,0.0,77,0,350495,8401695
3114,Justin Bieber ,We Are,47,0.0,35,0,404865,8398536
3115,Kelsea Ballerini ,Peter Pan,65,0.0,130,0,151558,8392710
3116,Liam Payne ,Bedroom Floor,32,0.0,46,0,516578,8363705
3117,The Pogues ,Fairytale of New York,22,0.0,54,0,918124,8351569
3118,Drake ,F*****g Fans,14,0.0,20,0,2228000,8337639
3119,City Girls ,Twerkulator,32,0.0,51,0,511096,8331766
3120,Moneybagg Yo ,Said Sum,35,0.0,78,0,356474,8330978
3121,Big Sean ,Bezerk,26,0.0,31,0,683042,8319594
3122,Lil Yachty ,One Night (Extended),61,0.0,114,0,175741,8319106
3123,Meek Mill ,On Me,19,0.0,15,0,861249,8314866
3124,Disclosure ,Magnets,66,0.0,44,0,262075,8313605
3125,Noah Cyrus ,Again,39,0.0,89,0,341038,8305307
